DeviceID,Date,Final_Daily_Readings,Daily_Consumption
965-748-680,2024-12-21,1044.2,4.9
965-748-680,2024-12-22,1058.4,14.2
965-748-680,2024-12-23,1074.3,15.9
965-748-680,2024-12-24,1083.0,8.7
965-748-680,2024-12-25,1092.4,9.4
965-748-680,2024-12-26,1101.8,9.4
965-748-680,2024-12-27,1110.8,9.0
965-748-680,2024-12-28,1120.9,10.1
965-748-680,2024-12-29,1134.6,13.7
965-748-680,2024-12-30,1140.3,5.7
965-748-680,2024-12-31,1155.6,15.3
965-748-680,2025-01-01,1161.0,5.4
965-748-680,2025-01-02,1171.9,10.9
965-748-680,2025-01-03,1188.4,16.5
965-748-680,2025-01-04,1194.2,5.8
965-748-680,2025-01-05,1208.9,14.7
965-748-680,2025-01-06,1223.1,14.2
965-748-680,2025-01-07,1228.0,4.9
965-748-680,2025-01-08,1243.8,15.8
965-748-680,2025-01-09,1258.5,14.7
965-748-680,2025-01-10,1262.8,4.3
965-748-680,2025-01-11,1268.2,5.4
965-748-680,2025-01-12,1278.9,10.7
965-748-680,2025-01-13,1289.4,10.5
965-748-680,2025-01-14,1294.5,5.1
965-748-680,2025-01-15,1307.1,12.6
965-748-680,2025-01-16,1320.0,12.9
965-748-680,2025-01-17,1330.0,10.0
965-748-680,2025-01-18,1345.1,15.1
965-748-680,2025-01-19,1360.8,15.7
965-748-680,2025-01-20,1369.0,8.2
965-748-680,2025-01-21,1373.9,4.9
965-748-680,2025-01-22,1388.6,14.7
965-748-680,2025-01-23,1396.7,8.1
965-748-680,2025-01-24,1405.2,8.5
965-748-680,2025-01-25,1410.6,5.4
965-748-680,2025-01-26,1421.7,11.1
965-748-680,2025-01-27,1438.0,16.3
965-748-680,2025-01-28,1446.2,8.2
965-748-680,2025-01-29,1452.4,6.2
965-748-680,2025-01-30,1456.7,4.3
965-748-680,2025-01-31,1465.2,8.5
965-748-680,2025-02-01,1478.6,13.4
965-748-680,2025-02-02,1484.7,6.1
965-748-680,2025-02-03,1496.0,11.3
965-748-680,2025-02-04,1501.7,5.7
965-748-680,2025-02-05,1507.0,5.3
965-748-680,2025-02-06,1523.5,16.5
965-748-680,2025-02-07,1534.7,11.2
965-748-680,2025-02-08,1547.5,12.8
965-748-680,2025-02-09,1551.9,4.4
965-748-680,2025-02-10,1564.5,12.6
965-748-680,2025-02-11,1580.0,15.5
965-748-680,2025-02-12,1584.9,4.9
965-748-680,2025-02-13,1595.6,10.7
965-748-680,2025-02-14,1601.6,6.0
965-748-680,2025-02-15,1608.7,7.1
965-748-680,2025-02-16,1615.2,6.5
965-748-680,2025-02-17,1626.3,11.1
965-748-680,2025-02-18,1634.0,7.7
965-748-680,2025-02-19,1647.6,13.6
590-459-761,2024-11-11,636.0,14.6
590-459-761,2024-11-12,652.4,16.4
590-459-761,2024-11-13,668.4,16.0
590-459-761,2024-11-14,673.0,4.6
590-459-761,2024-11-15,682.1,9.1
590-459-761,2024-11-16,690.6,8.5
590-459-761,2024-11-17,705.2,14.6
590-459-761,2024-11-18,710.3,5.1
590-459-761,2024-11-19,724.3,14.0
590-459-761,2024-11-20,732.4,8.1
590-459-761,2024-11-21,737.7,5.3
590-459-761,2024-11-22,752.2,14.5
590-459-761,2024-11-23,756.5,4.3
590-459-761,2024-11-24,773.0,16.5
590-459-761,2024-11-25,788.1,15.1
590-459-761,2024-11-26,793.4,5.3
590-459-761,2024-11-27,800.4,7.0
590-459-761,2024-11-28,814.7,14.3
590-459-761,2024-11-29,823.9,9.2
590-459-761,2024-11-30,837.5,13.6
590-459-761,2024-12-01,842.9,5.4
590-459-761,2024-12-02,859.4,16.5
590-459-761,2024-12-03,873.9,14.5
590-459-761,2024-12-04,882.9,9.0
590-459-761,2024-12-05,894.2,11.3
590-459-761,2024-12-06,905.6,11.4
590-459-761,2024-12-07,913.4,7.8
590-459-761,2024-12-08,924.4,11.0
590-459-761,2024-12-09,939.2,14.8
590-459-761,2024-12-10,952.5,13.3
590-459-761,2024-12-11,958.8,6.3
590-459-761,2024-12-12,972.1,13.3
590-459-761,2024-12-13,987.1,15.0
590-459-761,2024-12-14,993.3,6.2
590-459-761,2024-12-15,998.2,4.9
590-459-761,2024-12-16,1009.4,11.2
590-459-761,2024-12-17,1025.7,16.3
590-459-761,2024-12-18,1030.1,4.4
590-459-761,2024-12-19,1038.0,7.9
590-459-761,2024-12-20,1049.2,11.2
590-459-761,2024-12-21,1057.4,8.2
590-459-761,2024-12-22,1065.7,8.3
590-459-761,2024-12-23,1077.0,11.3
590-459-761,2024-12-24,1086.3,9.3
590-459-761,2024-12-25,1092.4,6.1
590-459-761,2024-12-26,1105.5,13.1
590-459-761,2024-12-27,1121.7,16.2
590-459-761,2024-12-28,1129.9,8.2
590-459-761,2024-12-29,1145.5,15.6
590-459-761,2024-12-30,1157.5,12.0
590-459-761,2024-12-31,1172.8,15.3
590-459-761,2025-01-01,1185.3,12.5
590-459-761,2025-01-02,1199.3,14.0
590-459-761,2025-01-03,1204.2,4.9
590-459-761,2025-01-04,1210.7,6.5
590-459-761,2025-01-05,1218.1,7.4
590-459-761,2025-01-06,1232.8,14.7
590-459-761,2025-01-07,1244.7,11.9
590-459-761,2025-01-08,1249.3,4.6
590-459-761,2025-01-09,1264.5,15.2
590-459-761,2025-01-10,1271.2,6.7
590-459-761,2025-01-11,1282.9,11.7
590-459-761,2025-01-12,1293.6,10.7
590-459-761,2025-01-13,1302.7,9.1
590-459-761,2025-01-14,1316.4,13.7
590-459-761,2025-01-15,1320.6,4.2
590-459-761,2025-01-16,1336.6,16.0
590-459-761,2025-01-17,1346.0,9.4
590-459-761,2025-01-18,1360.9,14.9
590-459-761,2025-01-19,1377.1,16.2
590-459-761,2025-01-20,1391.5,14.4
590-459-761,2025-01-21,1405.6,14.1
590-459-761,2025-01-22,1416.3,10.7
590-459-761,2025-01-23,1424.2,7.9
590-459-761,2025-01-24,1430.1,5.9
590-459-761,2025-01-25,1436.6,6.5
590-459-761,2025-01-26,1441.2,4.6
590-459-761,2025-01-27,1448.6,7.4
590-459-761,2025-01-28,1459.3,10.7
590-459-761,2025-01-29,1471.9,12.6
590-459-761,2025-01-30,1484.4,12.5
590-459-761,2025-01-31,1493.7,9.3
590-459-761,2025-02-01,1498.0,4.3
590-459-761,2025-02-02,1506.5,8.5
590-459-761,2025-02-03,1512.7,6.2
590-459-761,2025-02-04,1518.6,5.9
590-459-761,2025-02-05,1526.3,7.7
590-459-761,2025-02-06,1540.4,14.1
590-459-761,2025-02-07,1545.2,4.8
590-459-761,2025-02-08,1554.2,9.0
590-459-761,2025-02-09,1566.7,12.5
590-459-761,2025-02-10,1582.7,16.0
590-459-761,2025-02-11,1597.3,14.6
590-459-761,2025-02-12,1604.3,7.0
590-459-761,2025-02-13,1615.1,10.8
590-459-761,2025-02-14,1627.7,12.6
590-459-761,2025-02-15,1634.0,6.3
590-459-761,2025-02-16,1650.2,16.2
590-459-761,2025-02-17,1655.8,5.6
590-459-761,2025-02-18,1669.4,13.6
590-459-761,2025-02-19,1682.0,12.6
713-467-556,2024-11-11,809.4,12.0
713-467-556,2024-11-12,822.7,13.3
713-467-556,2024-11-13,835.7,13.0
713-467-556,2024-11-14,846.1,10.4
713-467-556,2024-11-15,851.6,5.5
713-467-556,2024-11-16,856.3,4.7
713-467-556,2024-11-17,867.2,10.9
713-467-556,2024-11-18,879.3,12.1
713-467-556,2024-11-19,885.6,6.3
713-467-556,2024-11-20,899.0,13.4
713-467-556,2024-11-21,912.7,13.7
713-467-556,2024-11-22,923.4,10.7
713-467-556,2024-11-23,929.8,6.4
713-467-556,2024-11-24,935.4,5.6
713-467-556,2024-11-25,945.2,9.8
713-467-556,2024-11-26,951.3,6.1
713-467-556,2024-11-27,961.6,10.3
713-467-556,2024-11-28,972.1,10.5
713-467-556,2024-11-29,988.0,15.9
713-467-556,2024-11-30,1000.9,12.9
713-467-556,2024-12-01,1012.2,11.3
713-467-556,2024-12-02,1025.7,13.5
713-467-556,2024-12-03,1040.9,15.2
713-467-556,2024-12-04,1045.3,4.4
713-467-556,2024-12-05,1051.1,5.8
713-467-556,2024-12-06,1064.0,12.9
713-467-556,2024-12-07,1080.0,16.0
713-467-556,2024-12-08,1096.1,16.1
713-467-556,2024-12-09,1111.5,15.4
713-467-556,2024-12-10,1124.0,12.5
713-467-556,2024-12-11,1134.6,10.6
713-467-556,2024-12-12,1139.0,4.4
713-467-556,2024-12-13,1148.8,9.8
713-467-556,2024-12-14,1163.0,14.2
713-467-556,2024-12-15,1171.8,8.8
713-467-556,2024-12-16,1184.5,12.7
713-467-556,2024-12-17,1193.9,9.4
713-467-556,2024-12-18,1206.1,12.2
713-467-556,2024-12-19,1215.1,9.0
713-467-556,2024-12-20,1229.3,14.2
713-467-556,2024-12-21,1235.5,6.2
713-467-556,2024-12-22,1251.7,16.2
713-467-556,2024-12-23,1256.1,4.4
713-467-556,2024-12-24,1267.5,11.4
713-467-556,2024-12-25,1280.1,12.6
713-467-556,2024-12-26,1294.1,14.0
713-467-556,2024-12-27,1300.7,6.6
713-467-556,2024-12-28,1314.8,14.1
713-467-556,2024-12-29,1320.9,6.1
713-467-556,2024-12-30,1326.3,5.4
713-467-556,2024-12-31,1337.4,11.1
713-467-556,2025-01-01,1342.3,4.9
713-467-556,2025-01-02,1354.7,12.4
713-467-556,2025-01-03,1363.2,8.5
713-467-556,2025-01-04,1377.3,14.1
713-467-556,2025-01-05,1388.8,11.5
713-467-556,2025-01-06,1397.0,8.2
713-467-556,2025-01-07,1410.7,13.7
713-467-556,2025-01-08,1426.1,15.4
713-467-556,2025-01-09,1437.6,11.5
713-467-556,2025-01-10,1443.4,5.8
713-467-556,2025-01-11,1451.9,8.5
713-467-556,2025-01-12,1457.3,5.4
713-467-556,2025-01-13,1466.4,9.1
713-467-556,2025-01-14,1474.0,7.6
713-467-556,2025-01-15,1487.8,13.8
713-467-556,2025-01-16,1494.6,6.8
713-467-556,2025-01-17,1503.8,9.2
713-467-556,2025-01-18,1514.5,10.7
713-467-556,2025-01-19,1523.1,8.6
713-467-556,2025-01-20,1531.3,8.2
713-467-556,2025-01-21,1536.3,5.0
713-467-556,2025-01-22,1541.5,5.2
713-467-556,2025-01-23,1554.7,13.2
713-467-556,2025-01-24,1568.2,13.5
713-467-556,2025-01-25,1582.3,14.1
713-467-556,2025-01-26,1586.6,4.3
713-467-556,2025-01-27,1594.4,7.8
713-467-556,2025-01-28,1609.4,15.0
713-467-556,2025-01-29,1624.2,14.8
713-467-556,2025-01-30,1629.5,5.3
713-467-556,2025-01-31,1638.3,8.8
713-467-556,2025-02-01,1644.2,5.9
713-467-556,2025-02-02,1660.7,16.5
713-467-556,2025-02-03,1668.5,7.8
713-467-556,2025-02-04,1679.3,10.8
713-467-556,2025-02-05,1688.9,9.6
713-467-556,2025-02-06,1693.6,4.7
713-467-556,2025-02-07,1703.7,10.1
713-467-556,2025-02-08,1714.4,10.7
713-467-556,2025-02-09,1730.4,16.0
713-467-556,2025-02-10,1738.2,7.8
713-467-556,2025-02-11,1745.7,7.5
713-467-556,2025-02-12,1760.2,14.5
713-467-556,2025-02-13,1771.8,11.6
713-467-556,2025-02-14,1781.8,10.0
713-467-556,2025-02-15,1793.5,11.7
713-467-556,2025-02-16,1802.6,9.1
713-467-556,2025-02-17,1811.5,8.9
713-467-556,2025-02-18,1824.4,12.9
713-467-556,2025-02-19,1835.6,11.2
391-155-185,2024-11-11,477.8,16.3
391-155-185,2024-11-12,488.6,10.8
391-155-185,2024-11-13,495.5,6.9
391-155-185,2024-11-14,505.1,9.6
391-155-185,2024-11-15,520.2,15.1
391-155-185,2024-11-16,536.1,15.9
391-155-185,2024-11-17,541.3,5.2
391-155-185,2024-11-18,548.9,7.6
391-155-185,2024-11-19,562.5,13.6
391-155-185,2024-11-20,571.5,9.0
391-155-185,2024-11-21,580.8,9.3
391-155-185,2024-11-22,592.8,12.0
391-155-185,2024-11-23,605.8,13.0
391-155-185,2024-11-24,614.4,8.6
391-155-185,2024-11-25,630.4,16.0
391-155-185,2024-11-26,637.1,6.7
391-155-185,2024-11-27,641.8,4.7
391-155-185,2024-11-28,650.3,8.5
391-155-185,2024-11-29,665.7,15.4
391-155-185,2024-11-30,674.9,9.2
391-155-185,2024-12-01,685.9,11.0
391-155-185,2024-12-02,690.5,4.6
391-155-185,2024-12-03,702.7,12.2
391-155-185,2024-12-04,713.3,10.6
391-155-185,2024-12-05,718.0,4.7
391-155-185,2024-12-06,734.2,16.2
391-155-185,2024-12-07,741.4,7.2
391-155-185,2024-12-08,756.8,15.4
391-155-185,2024-12-09,770.7,13.9
391-155-185,2024-12-10,785.3,14.6
391-155-185,2024-12-11,795.1,9.8
391-155-185,2024-12-12,806.7,11.6
391-155-185,2024-12-13,820.5,13.8
391-155-185,2024-12-14,832.0,11.5
391-155-185,2024-12-15,841.9,9.9
391-155-185,2024-12-16,851.0,9.1
391-155-185,2024-12-17,858.6,7.6
391-155-185,2024-12-18,873.4,14.8
391-155-185,2024-12-19,878.4,5.0
391-155-185,2024-12-20,885.9,7.5
391-155-185,2024-12-21,900.6,14.7
391-155-185,2024-12-22,916.4,15.8
391-155-185,2024-12-23,929.3,12.9
391-155-185,2024-12-24,944.1,14.8
391-155-185,2024-12-25,959.0,14.9
391-155-185,2024-12-26,965.7,6.7
391-155-185,2024-12-27,977.1,11.4
391-155-185,2024-12-28,982.1,5.0
391-155-185,2024-12-29,990.8,8.7
391-155-185,2024-12-30,1004.7,13.9
391-155-185,2024-12-31,1009.7,5.0
391-155-185,2025-01-01,1017.9,8.2
391-155-185,2025-01-02,1026.1,8.2
391-155-185,2025-01-03,1042.0,15.9
391-155-185,2025-01-04,1056.3,14.3
391-155-185,2025-01-05,1068.6,12.3
391-155-185,2025-01-06,1079.4,10.8
391-155-185,2025-01-07,1085.3,5.9
391-155-185,2025-01-08,1095.1,9.8
391-155-185,2025-01-09,1103.7,8.6
391-155-185,2025-01-10,1118.7,15.0
391-155-185,2025-01-11,1129.4,10.7
391-155-185,2025-01-12,1136.9,7.5
391-155-185,2025-01-13,1148.7,11.8
391-155-185,2025-01-14,1162.1,13.4
391-155-185,2025-01-15,1170.2,8.1
391-155-185,2025-01-16,1174.6,4.4
391-155-185,2025-01-17,1187.5,12.9
391-155-185,2025-01-18,1202.4,14.9
391-155-185,2025-01-19,1217.9,15.5
391-155-185,2025-01-20,1229.3,11.4
391-155-185,2025-01-21,1243.3,14.0
391-155-185,2025-01-22,1250.3,7.0
391-155-185,2025-01-23,1260.0,9.7
391-155-185,2025-01-24,1266.5,6.5
391-155-185,2025-01-25,1270.9,4.4
391-155-185,2025-01-26,1283.8,12.9
391-155-185,2025-01-27,1292.3,8.5
391-155-185,2025-01-28,1301.2,8.9
391-155-185,2025-01-29,1307.7,6.5
391-155-185,2025-01-30,1315.6,7.9
391-155-185,2025-01-31,1329.2,13.6
391-155-185,2025-02-01,1344.9,15.7
391-155-185,2025-02-02,1352.6,7.7
391-155-185,2025-02-03,1367.4,14.8
391-155-185,2025-02-04,1381.1,13.7
391-155-185,2025-02-05,1393.1,12.0
391-155-185,2025-02-06,1407.2,14.1
391-155-185,2025-02-07,1415.2,8.0
391-155-185,2025-02-08,1431.4,16.2
391-155-185,2025-02-09,1439.9,8.5
391-155-185,2025-02-10,1444.2,4.3
391-155-185,2025-02-11,1458.0,13.8
391-155-185,2025-02-12,1468.2,10.2
391-155-185,2025-02-13,1482.5,14.3
391-155-185,2025-02-14,1488.9,6.4
391-155-185,2025-02-15,1501.2,12.3
391-155-185,2025-02-16,1514.7,13.5
391-155-185,2025-02-17,1523.7,9.0
391-155-185,2025-02-18,1529.3,5.6
391-155-185,2025-02-19,1534.9,5.6
376-753-610,2024-11-11,592.3,4.2
376-753-610,2024-11-12,601.4,9.1
376-753-610,2024-11-13,614.2,12.8
376-753-610,2024-11-14,626.1,11.9
376-753-610,2024-11-15,637.6,11.5
376-753-610,2024-11-16,651.7,14.1
376-753-610,2024-11-17,662.6,10.9
376-753-610,2024-11-18,671.4,8.8
376-753-610,2024-11-19,680.5,9.1
376-753-610,2024-11-20,690.3,9.8
376-753-610,2024-11-21,699.7,9.4
376-753-610,2024-11-22,713.4,13.7
376-753-610,2024-11-23,720.0,6.6
376-753-610,2024-11-24,727.3,7.3
376-753-610,2024-11-25,741.2,13.9
376-753-610,2024-11-26,757.1,15.9
376-753-610,2024-11-27,767.2,10.1
376-753-610,2024-11-28,781.1,13.9
376-753-610,2024-11-29,792.6,11.5
376-753-610,2024-11-30,807.1,14.5
376-753-610,2024-12-01,819.1,12.0
376-753-610,2024-12-02,828.0,8.9
376-753-610,2024-12-03,832.4,4.4
376-753-610,2024-12-04,839.9,7.5
376-753-610,2024-12-05,855.2,15.3
376-753-610,2024-12-06,871.0,15.8
376-753-610,2024-12-07,883.1,12.1
376-753-610,2024-12-08,893.4,10.3
376-753-610,2024-12-09,905.9,12.5
376-753-610,2024-12-10,917.6,11.7
376-753-610,2024-12-11,925.9,8.3
376-753-610,2024-12-12,930.7,4.8
376-753-610,2024-12-13,935.0,4.3
376-753-610,2024-12-14,945.5,10.5
376-753-610,2024-12-15,956.1,10.6
376-753-610,2024-12-16,971.7,15.6
376-753-610,2024-12-17,976.5,4.8
376-753-610,2024-12-18,986.1,9.6
376-753-610,2024-12-19,991.9,5.8
376-753-610,2024-12-20,1001.5,9.6
376-753-610,2024-12-21,1017.6,16.1
376-753-610,2024-12-22,1031.8,14.2
376-753-610,2024-12-23,1037.3,5.5
376-753-610,2024-12-24,1048.2,10.9
376-753-610,2024-12-25,1058.3,10.1
376-753-610,2024-12-26,1072.6,14.3
376-753-610,2024-12-27,1086.1,13.5
376-753-610,2024-12-28,1091.3,5.2
376-753-610,2024-12-29,1103.8,12.5
376-753-610,2024-12-30,1116.9,13.1
376-753-610,2024-12-31,1128.5,11.6
376-753-610,2025-01-01,1142.7,14.2
376-753-610,2025-01-02,1157.9,15.2
376-753-610,2025-01-03,1173.3,15.4
376-753-610,2025-01-04,1183.8,10.5
376-753-610,2025-01-05,1193.9,10.1
376-753-610,2025-01-06,1203.9,10.0
376-753-610,2025-01-07,1210.2,6.3
376-753-610,2025-01-08,1216.3,6.1
376-753-610,2025-01-09,1228.0,11.7
376-753-610,2025-01-10,1243.8,15.8
376-753-610,2025-01-11,1252.3,8.5
376-753-610,2025-01-12,1257.9,5.6
376-753-610,2025-01-13,1264.1,6.2
376-753-610,2025-01-14,1269.0,4.9
376-753-610,2025-01-15,1283.8,14.8
376-753-610,2025-01-16,1289.8,6.0
376-753-610,2025-01-17,1299.7,9.9
376-753-610,2025-01-18,1308.0,8.3
376-753-610,2025-01-19,1319.7,11.7
376-753-610,2025-01-20,1332.7,13.0
376-753-610,2025-01-21,1339.5,6.8
376-753-610,2025-01-22,1345.7,6.2
376-753-610,2025-01-23,1360.4,14.7
376-753-610,2025-01-24,1364.6,4.2
376-753-610,2025-01-25,1374.0,9.4
376-753-610,2025-01-26,1388.6,14.6
376-753-610,2025-01-27,1404.5,15.9
376-753-610,2025-01-28,1419.9,15.4
376-753-610,2025-01-29,1428.6,8.7
376-753-610,2025-01-30,1437.7,9.1
376-753-610,2025-01-31,1444.9,7.2
376-753-610,2025-02-01,1460.1,15.2
376-753-610,2025-02-02,1475.4,15.3
376-753-610,2025-02-03,1488.6,13.2
376-753-610,2025-02-04,1499.8,11.2
376-753-610,2025-02-05,1509.3,9.5
376-753-610,2025-02-06,1518.8,9.5
376-753-610,2025-02-07,1531.6,12.8
376-753-610,2025-02-08,1537.5,5.9
376-753-610,2025-02-09,1544.5,7.0
376-753-610,2025-02-10,1559.9,15.4
376-753-610,2025-02-11,1571.2,11.3
376-753-610,2025-02-12,1578.2,7.0
376-753-610,2025-02-13,1586.1,7.9
376-753-610,2025-02-14,1596.6,10.5
376-753-610,2025-02-15,1605.6,9.0
376-753-610,2025-02-16,1615.4,9.8
376-753-610,2025-02-17,1627.3,11.9
376-753-610,2025-02-18,1640.6,13.3
376-753-610,2025-02-19,1645.7,5.1
174-170-369,2024-11-11,623.6,5.0
174-170-369,2024-11-12,630.0,6.4
174-170-369,2024-11-13,640.5,10.5
174-170-369,2024-11-14,654.9,14.4
174-170-369,2024-11-15,663.4,8.5
174-170-369,2024-11-16,670.1,6.7
174-170-369,2024-11-17,684.5,14.4
174-170-369,2024-11-18,692.4,7.9
174-170-369,2024-11-19,705.7,13.3
174-170-369,2024-11-20,720.4,14.7
174-170-369,2024-11-21,734.8,14.4
174-170-369,2024-11-22,744.0,9.2
174-170-369,2024-11-23,753.7,9.7
174-170-369,2024-11-24,763.6,9.9
174-170-369,2024-11-25,779.7,16.1
174-170-369,2024-11-26,795.8,16.1
174-170-369,2024-11-27,801.5,5.7
174-170-369,2024-11-28,807.9,6.4
174-170-369,2024-11-29,822.5,14.6
174-170-369,2024-11-30,828.9,6.4
174-170-369,2024-12-01,840.5,11.6
174-170-369,2024-12-02,851.6,11.1
174-170-369,2024-12-03,863.6,12.0
174-170-369,2024-12-04,870.5,6.9
174-170-369,2024-12-05,883.0,12.5
174-170-369,2024-12-06,899.1,16.1
174-170-369,2024-12-07,905.0,5.9
174-170-369,2024-12-08,909.6,4.6
174-170-369,2024-12-09,917.9,8.3
174-170-369,2024-12-10,926.8,8.9
174-170-369,2024-12-11,937.8,11.0
174-170-369,2024-12-12,950.9,13.1
174-170-369,2024-12-13,965.5,14.6
174-170-369,2024-12-14,980.7,15.2
174-170-369,2024-12-15,994.4,13.7
174-170-369,2024-12-16,1010.9,16.5
174-170-369,2024-12-17,1018.5,7.6
174-170-369,2024-12-18,1030.9,12.4
174-170-369,2024-12-19,1044.4,13.5
174-170-369,2024-12-20,1059.6,15.2
174-170-369,2024-12-21,1068.5,8.9
174-170-369,2024-12-22,1084.6,16.1
174-170-369,2024-12-23,1095.6,11.0
174-170-369,2024-12-24,1110.0,14.4
174-170-369,2024-12-25,1123.4,13.4
174-170-369,2024-12-26,1139.6,16.2
174-170-369,2024-12-27,1147.6,8.0
174-170-369,2024-12-28,1160.4,12.8
174-170-369,2024-12-29,1172.1,11.7
174-170-369,2024-12-30,1179.0,6.9
174-170-369,2024-12-31,1185.8,6.8
174-170-369,2025-01-01,1196.0,10.2
174-170-369,2025-01-02,1210.9,14.9
174-170-369,2025-01-03,1217.9,7.0
174-170-369,2025-01-04,1232.8,14.9
174-170-369,2025-01-05,1247.8,15.0
174-170-369,2025-01-06,1252.2,4.4
174-170-369,2025-01-07,1264.3,12.1
174-170-369,2025-01-08,1279.8,15.5
174-170-369,2025-01-09,1283.9,4.1
174-170-369,2025-01-10,1292.4,8.5
174-170-369,2025-01-11,1298.7,6.3
174-170-369,2025-01-12,1311.4,12.7
174-170-369,2025-01-13,1324.9,13.5
174-170-369,2025-01-14,1337.1,12.2
174-170-369,2025-01-15,1346.7,9.6
174-170-369,2025-01-16,1358.9,12.2
174-170-369,2025-01-17,1367.7,8.8
174-170-369,2025-01-18,1381.3,13.6
174-170-369,2025-01-19,1390.9,9.6
174-170-369,2025-01-20,1402.9,12.0
174-170-369,2025-01-21,1415.3,12.4
174-170-369,2025-01-22,1426.3,11.0
174-170-369,2025-01-23,1436.9,10.6
174-170-369,2025-01-24,1448.0,11.1
174-170-369,2025-01-25,1453.1,5.1
174-170-369,2025-01-26,1462.4,9.3
174-170-369,2025-01-27,1467.4,5.0
174-170-369,2025-01-28,1473.6,6.2
174-170-369,2025-01-29,1480.7,7.1
174-170-369,2025-01-30,1486.3,5.6
174-170-369,2025-01-31,1499.9,13.6
174-170-369,2025-02-01,1510.3,10.4
174-170-369,2025-02-02,1516.3,6.0
174-170-369,2025-02-03,1526.4,10.1
174-170-369,2025-02-04,1542.5,16.1
174-170-369,2025-02-05,1555.4,12.9
174-170-369,2025-02-06,1568.1,12.7
174-170-369,2025-02-07,1584.0,15.9
174-170-369,2025-02-08,1592.3,8.3
174-170-369,2025-02-09,1598.5,6.2
174-170-369,2025-02-10,1609.1,10.6
174-170-369,2025-02-11,1616.2,7.1
174-170-369,2025-02-12,1630.9,14.7
174-170-369,2025-02-13,1636.1,5.2
174-170-369,2025-02-14,1641.0,4.9
174-170-369,2025-02-15,1645.8,4.8
174-170-369,2025-02-16,1658.0,12.2
174-170-369,2025-02-17,1670.9,12.9
174-170-369,2025-02-18,1682.6,11.7
174-170-369,2025-02-19,1691.5,8.9
478-937-659,2024-11-11,917.0,11.1
478-937-659,2024-11-12,929.7,12.7
478-937-659,2024-11-13,938.7,9.0
478-937-659,2024-11-14,949.0,10.3
478-937-659,2024-11-15,958.3,9.3
478-937-659,2024-11-16,969.9,11.6
478-937-659,2024-11-17,984.3,14.4
478-937-659,2024-11-18,994.2,9.9
478-937-659,2024-11-19,1010.4,16.2
478-937-659,2024-11-20,1025.5,15.1
478-937-659,2024-11-21,1040.6,15.1
478-937-659,2024-11-22,1046.1,5.5
478-937-659,2024-11-23,1051.0,4.9
478-937-659,2024-11-24,1060.0,9.0
478-937-659,2024-11-25,1075.9,15.9
478-937-659,2024-11-26,1082.2,6.3
478-937-659,2024-11-27,1092.3,10.1
478-937-659,2024-11-28,1103.0,10.7
478-937-659,2024-11-29,1115.1,12.1
478-937-659,2024-11-30,1131.5,16.4
478-937-659,2024-12-01,1136.7,5.2
478-937-659,2024-12-02,1141.0,4.3
478-937-659,2024-12-03,1149.6,8.6
478-937-659,2024-12-04,1153.8,4.2
478-937-659,2024-12-05,1164.2,10.4
478-937-659,2024-12-06,1169.4,5.2
478-937-659,2024-12-07,1185.5,16.1
478-937-659,2024-12-08,1195.5,10.0
478-937-659,2024-12-09,1204.2,8.7
478-937-659,2024-12-10,1217.8,13.6
478-937-659,2024-12-11,1222.9,5.1
478-937-659,2024-12-12,1231.7,8.8
478-937-659,2024-12-13,1242.9,11.2
478-937-659,2024-12-14,1254.6,11.7
478-937-659,2024-12-15,1267.1,12.5
478-937-659,2024-12-16,1280.7,13.6
478-937-659,2024-12-17,1296.3,15.6
478-937-659,2024-12-18,1309.1,12.8
478-937-659,2024-12-19,1317.1,8.0
478-937-659,2024-12-20,1325.1,8.0
478-937-659,2024-12-21,1340.1,15.0
478-937-659,2024-12-22,1351.9,11.8
478-937-659,2024-12-23,1361.4,9.5
478-937-659,2024-12-24,1369.8,8.4
478-937-659,2024-12-25,1384.0,14.2
478-937-659,2024-12-26,1394.1,10.1
478-937-659,2024-12-27,1405.0,10.9
478-937-659,2024-12-28,1420.7,15.7
478-937-659,2024-12-29,1435.2,14.5
478-937-659,2024-12-30,1443.2,8.0
478-937-659,2024-12-31,1459.7,16.5
478-937-659,2025-01-01,1467.0,7.3
478-937-659,2025-01-02,1471.5,4.5
478-937-659,2025-01-03,1478.3,6.8
478-937-659,2025-01-04,1485.6,7.3
478-937-659,2025-01-05,1497.2,11.6
478-937-659,2025-01-06,1503.4,6.2
478-937-659,2025-01-07,1511.4,8.0
478-937-659,2025-01-08,1526.9,15.5
478-937-659,2025-01-09,1542.3,15.4
478-937-659,2025-01-10,1555.8,13.5
478-937-659,2025-01-11,1564.1,8.3
478-937-659,2025-01-12,1573.5,9.4
478-937-659,2025-01-13,1579.2,5.7
478-937-659,2025-01-14,1584.4,5.2
478-937-659,2025-01-15,1598.0,13.6
478-937-659,2025-01-16,1612.7,14.7
478-937-659,2025-01-17,1626.3,13.6
478-937-659,2025-01-18,1630.6,4.3
478-937-659,2025-01-19,1638.2,7.6
478-937-659,2025-01-20,1647.7,9.5
478-937-659,2025-01-21,1660.5,12.8
478-937-659,2025-01-22,1667.1,6.6
478-937-659,2025-01-23,1677.8,10.7
478-937-659,2025-01-24,1684.0,6.2
478-937-659,2025-01-25,1688.9,4.9
478-937-659,2025-01-26,1703.6,14.7
